"Indicator","Time","Value (USD/GHS)"
"Currency","2009/04/13",1.39
"Currency","2009/04/10",1.41
"Currency","2009/04/09",1.41
"Currency","2009/04/08",1.40
"Currency","2009/04/07",1.39
"Currency","2009/04/06",1.41
"Currency","2009/04/03",1.39
"Currency","2009/04/02",1.38
"Currency","2009/04/01",1.40
"Currency","2009/03/31",1.40
"Currency","2009/03/30",1.39
"Currency","2009/03/27",1.39
"Currency","2009/03/26",1.40
"Currency","2009/03/25",1.39
"Currency","2009/03/24",1.40
"Currency","2009/03/23",1.39
"Currency","2009/03/20",1.39
"Currency","2009/03/19",1.38
"Currency","2009/03/18",1.34
"Currency","2009/03/17",1.38
"Currency","2009/03/16",1.39
"Currency","2009/03/13",1.38
"Currency","2009/03/12",1.37
"Currency","2009/03/11",1.38
"Currency","2009/03/10",1.38
"Currency","2009/03/09",1.38
"Currency","2009/03/06",1.38
"Currency","2009/03/05",1.38
"Currency","2009/03/04",1.37
"Currency","2009/03/03",1.38
"Currency","2009/03/02",1.38
"Currency","2009/02/27",1.37
"Currency","2009/02/26",1.38
"Currency","2009/02/25",1.38
"Currency","2009/02/24",1.37
"Currency","2009/02/23",1.39
"Currency","2009/02/20",1.33
"Currency","2009/02/19",1.37
"Currency","2009/02/18",1.37
"Currency","2009/02/17",1.35
"Currency","2009/02/16",1.35
"Currency","2009/02/13",1.35
"Currency","2009/02/12",1.33
"Currency","2009/02/11",1.34
"Currency","2009/02/10",1.34
"Currency","2009/02/09",1.34
"Currency","2009/02/06",1.32
"Currency","2009/02/05",1.33
"Currency","2009/02/04",1.32
"Currency","2009/02/03",1.32
"Currency","2009/02/02",1.31
"Currency","2009/01/30",1.32
"Currency","2009/01/29",1.32
"Currency","2009/01/28",1.32
"Currency","2009/01/27",1.30
"Currency","2009/01/26",1.28
"Currency","2009/01/23",1.28
"Currency","2009/01/22",1.29
"Currency","2009/01/21",1.28
"Currency","2009/01/20",1.30
"Currency","2009/01/19",1.30
"Currency","2009/01/16",1.28
"Currency","2009/01/15",1.27
"Currency","2009/01/14",1.27
"Currency","2009/01/13",1.28
"Currency","2009/01/12",1.27
"Currency","2009/01/09",1.30
"Currency","2009/01/08",1.25
"Currency","2009/01/07",1.26
"Currency","2009/01/06",1.25
"Currency","2009/01/05",1.26
"Currency","2009/01/02",1.25
"Currency","2009/01/01",1.25
"Currency","2008/12/31",1.26
"Currency","2008/12/30",1.25
"Currency","2008/12/29",1.28
"Currency","2008/12/26",1.24
"Currency","2008/12/25",1.24
"Currency","2008/12/24",1.24
"Currency","2008/12/23",1.25
"Currency","2008/12/22",1.24
"Currency","2008/12/19",1.25
"Currency","2008/12/18",1.26
"Currency","2008/12/17",1.21
"Currency","2008/12/16",1.19
"Currency","2008/12/15",1.21
"Currency","2008/12/12",1.22
"Currency","2008/12/11",1.21
"Currency","2008/12/10",1.20
"Currency","2008/12/09",1.20
"Currency","2008/12/08",1.20
"Currency","2008/12/05",1.20
"Currency","2008/12/04",1.19
"Currency","2008/12/03",1.20
"Currency","2008/12/02",1.19
"Currency","2008/12/01",1.20
"Currency","2008/11/28",1.20
"Currency","2008/11/27",1.19
"Currency","2008/11/26",1.19
"Currency","2008/11/25",1.12
"Currency","2008/11/24",1.16
"Currency","2008/11/21",1.17
"Currency","2008/11/20",1.18
"Currency","2008/11/19",1.19
"Currency","2008/11/18",1.17
"Currency","2008/11/17",1.17
"Currency","2008/11/14",1.18
"Currency","2008/11/13",1.14
"Currency","2008/11/12",1.17
"Currency","2008/11/11",1.18
"Currency","2008/11/10",1.18
"Currency","2008/11/07",1.17
"Currency","2008/11/06",1.17
"Currency","2008/11/05",1.16
"Currency","2008/11/04",1.13
"Currency","2008/11/03",1.17
"Currency","2008/10/31",1.15
"Currency","2008/10/30",1.17
"Currency","2008/10/29",1.14
"Currency","2008/10/28",1.13
"Currency","2008/10/27",1.15
"Currency","2008/10/24",1.14
"Currency","2008/10/23",1.14
"Currency","2008/10/22",1.16
"Currency","2008/10/21",1.16
"Currency","2008/10/20",1.16
"Currency","2008/10/17",1.15
"Currency","2008/10/16",1.15
"Currency","2008/10/15",1.17
"Currency","2008/10/14",1.16
"Currency","2008/10/13",1.15
"Currency","2008/10/10",1.16
"Currency","2008/10/09",1.15
"Currency","2008/10/08",1.15
"Currency","2008/10/07",1.15
"Currency","2008/10/06",1.15
"Currency","2008/10/03",1.15
"Currency","2008/10/02",1.15
"Currency","2008/10/01",1.15
"Currency","2008/09/30",1.16
"Currency","2008/09/29",1.14
"Currency","2008/09/26",1.14
"Currency","2008/09/25",1.14
"Currency","2008/09/24",1.14
"Currency","2008/09/23",1.15
"Currency","2008/09/22",1.12
"Currency","2008/09/19",1.12
"Currency","2008/09/18",1.15
"Currency","2008/09/17",1.13
"Currency","2008/09/16",1.14
"Currency","2008/09/15",1.13
"Currency","2008/09/12",1.13
"Currency","2008/09/11",1.13
"Currency","2008/09/10",1.15
"Currency","2008/09/09",1.14
"Currency","2008/09/08",1.15
"Currency","2008/09/05",1.14
"Currency","2008/09/04",1.16
"Currency","2008/09/03",1.13
"Currency","2008/09/02",1.14
"Currency","2008/09/01",1.15
"Currency","2008/08/29",1.14
"Currency","2008/08/28",1.14
"Currency","2008/08/27",1.14
"Currency","2008/08/26",1.13
"Currency","2008/08/25",1.17
"Currency","2008/08/22",1.17
"Currency","2008/08/21",1.17
"Currency","2008/08/20",1.17
"Currency","2008/08/19",1.17
"Currency","2008/08/18",1.17
"Currency","2008/08/15",1.17
"Currency","2008/08/14",1.17
"Currency","2008/08/13",1.17
"Currency","2008/08/11",1.17
"Currency","2008/08/08",1.17
"Currency","2008/08/07",1.17
"Currency","2008/08/06",1.17
"Currency","2008/08/05",1.16
"Currency","2008/08/04",1.16
"Currency","2008/08/01",1.16
"Currency","2008/07/31",1.14
"Currency","2008/07/30",1.13
"Currency","2008/07/29",1.15
"Currency","2008/07/28",1.13
"Currency","2008/07/25",1.13
"Currency","2008/07/24",1.13
"Currency","2008/07/23",1.12
"Currency","2008/07/22",1.12
"Currency","2008/07/21",1.11
"Currency","2008/07/18",1.11
"Currency","2008/07/17",1.11
"Currency","2008/07/16",1.11
"Currency","2008/07/15",1.03
"Currency","2008/07/14",1.09
"Currency","2008/07/11",1.02
"Currency","2008/07/10",1.09
"Currency","2008/07/09",1.09
"Currency","2008/07/08",1.08
"Currency","2008/07/07",1.08
"Currency","2008/07/04",1.03
"Currency","2008/07/03",1.10
"Currency","2008/07/02",1.07
"Currency","2008/07/01",1.11
"Currency","2008/06/30",1.08
"Currency","2008/06/27",1.07
"Currency","2008/06/26",1.08
"Currency","2008/06/25",1.07
"Currency","2008/06/24",1.07
"Currency","2008/06/23",1.07
"Currency","2008/06/20",1.07
"Currency","2008/06/19",1.06
"Currency","2008/06/18",1.07
"Currency","2008/06/17",1.07
"Currency","2008/06/16",1.05
"Currency","2008/06/13",1.05
"Currency","2008/06/12",1.05
"Currency","2008/06/11",0.99
"Currency","2008/06/10",0.99
"Currency","2008/06/09",1.00
"Currency","2008/06/06",1.01
"Currency","2008/06/05",1.01
"Currency","2008/06/04",1.02
"Currency","2008/06/03",1.00
"Currency","2008/06/02",1.01
"Currency","2008/05/30",1.02
"Currency","2008/05/29",0.98
"Currency","2008/05/28",0.98
"Currency","2008/05/27",0.99
"Currency","2008/05/26",1.00
"Currency","2008/05/23",0.98
"Currency","2008/05/22",1.00
"Currency","2008/05/21",0.98
"Currency","2008/05/20",0.98
"Currency","2008/05/19",0.98
"Currency","2008/05/16",0.97
"Currency","2008/05/15",0.98
"Currency","2008/05/14",1.00
"Currency","2008/05/13",0.97
"Currency","2008/05/12",0.97
"Currency","2008/05/09",0.97
"Currency","2008/05/08",0.97
"Currency","2008/05/07",0.99
"Currency","2008/05/06",0.99
"Currency","2008/05/05",0.99
"Currency","2008/05/02",0.97
"Currency","2008/04/30",0.98
"Currency","2008/04/29",0.99
"Currency","2008/04/28",0.99
"Currency","2008/04/25",0.96
"Currency","2008/04/24",0.97
"Currency","2008/04/23",0.99
"Currency","2008/04/22",0.98
"Currency","2008/04/21",0.97
"Currency","2008/04/18",0.99
"Currency","2008/04/17",0.98
"Currency","2008/04/16",0.98
"Currency","2008/04/15",0.98
"Currency","2008/04/14",0.98
"Currency","2008/04/11",0.96
"Currency","2008/04/10",0.99
"Currency","2008/04/09",0.97
"Currency","2008/04/08",0.96
"Currency","2008/04/07",0.98
"Currency","2008/04/04",0.96
"Currency","2008/04/03",0.95
"Currency","2008/04/02",0.97
"Currency","2008/03/31",0.98
"Currency","2008/03/28",0.96
"Currency","2008/03/27",0.97
"Currency","2008/03/26",0.95
"Currency","2008/03/25",0.96
"Currency","2008/03/24",0.96
"Currency","2008/03/21",0.95
"Currency","2008/03/20",0.96
"Currency","2008/03/19",0.96
"Currency","2008/03/18",0.97
"Currency","2008/03/17",0.95
"Currency","2008/03/14",0.96
"Currency","2008/03/13",0.97
"Currency","2008/03/12",0.95
"Currency","2008/03/11",0.96
"Currency","2008/03/10",0.97
"Currency","2008/03/07",0.96
"Currency","2008/03/06",0.95
"Currency","2008/03/05",0.95
"Currency","2008/03/04",0.97
"Currency","2008/03/03",0.96
"Currency","2008/02/29",0.96
"Currency","2008/02/28",0.96
"Currency","2008/02/27",0.95
"Currency","2008/02/26",0.95
"Currency","2008/02/25",0.96
"Currency","2008/02/22",0.96
"Currency","2008/02/21",0.95
"Currency","2008/02/20",0.96
"Currency","2008/02/19",0.96
"Currency","2008/02/18",0.96
"Currency","2008/02/15",0.96
"Currency","2008/02/14",0.96
"Currency","2008/02/13",0.97
"Currency","2008/02/12",0.95
"Currency","2008/02/11",0.96
"Currency","2008/02/08",0.95
"Currency","2008/02/07",0.97
"Currency","2008/02/06",0.96
"Currency","2008/02/05",0.97
"Currency","2008/02/04",0.96
"Currency","2008/02/01",0.97
"Currency","2008/01/31",0.96
"Currency","2008/01/30",0.95
"Currency","2008/01/29",0.95
"Currency","2008/01/28",0.95
"Currency","2008/01/25",0.95
"Currency","2008/01/24",0.95
"Currency","2008/01/23",0.95
"Currency","2008/01/22",0.95
"Currency","2008/01/21",0.96
"Currency","2008/01/18",0.96
"Currency","2008/01/17",0.95
"Currency","2008/01/16",0.96
"Currency","2008/01/15",0.96
"Currency","2008/01/14",0.95
"Currency","2008/01/11",0.95
"Currency","2008/01/10",0.95
"Currency","2008/01/09",0.96
"Currency","2008/01/08",0.95
"Currency","2008/01/07",0.95
"Currency","2008/01/04",0.95
"Currency","2008/01/03",0.96
"Currency","2008/01/02",0.95
"Currency","2008/01/01",0.97
"Currency","2007/12/31",0.98
"Currency","2007/12/28",0.96
"Currency","2007/12/27",0.95
"Currency","2007/12/26",0.94
"Currency","2007/12/25",0.94
"Currency","2007/12/24",0.94
"Currency","2007/12/21",0.94
"Currency","2007/12/20",0.95
"Currency","2007/12/19",0.94
"Currency","2007/12/17",0.96
"Currency","2007/12/14",0.95
"Currency","2007/12/13",0.95
"Currency","2007/12/12",0.96
"Currency","2007/12/11",0.96
"Currency","2007/12/10",0.96
"Currency","2007/12/07",0.97
"Currency","2007/12/06",0.96
"Currency","2007/12/05",0.97
"Currency","2007/12/04",0.96
"Currency","2007/12/03",0.97
"Currency","2007/11/30",0.95
"Currency","2007/11/29",0.96
"Currency","2007/11/28",0.96
"Currency","2007/11/27",0.94
"Currency","2007/11/23",0.94
"Currency","2007/11/22",0.96
"Currency","2007/11/21",0.96
"Currency","2007/11/20",0.96
"Currency","2007/11/19",0.96
"Currency","2007/11/16",0.96
"Currency","2007/11/15",0.94
"Currency","2007/11/14",0.96
"Currency","2007/11/13",0.96
"Currency","2007/11/12",0.96
"Currency","2007/11/09",0.96
"Currency","2007/11/08",0.95
"Currency","2007/11/07",0.96
"Currency","2007/11/06",0.93
"Currency","2007/11/05",0.93
"Currency","2007/11/02",0.94
"Currency","2007/11/01",0.93
"Currency","2007/10/31",0.94
"Currency","2007/10/30",0.93
"Currency","2007/10/29",0.93
"Currency","2007/10/26",0.93
"Currency","2007/10/25",0.94
"Currency","2007/10/24",0.94
"Currency","2007/10/23",0.92
"Currency","2007/10/22",0.93
"Currency","2007/10/19",0.93
"Currency","2007/10/18",0.92
"Currency","2007/10/17",0.92
"Currency","2007/10/16",0.92
"Currency","2007/10/15",0.93
"Currency","2007/10/12",0.92
"Currency","2007/10/11",0.92
"Currency","2007/10/10",0.93
"Currency","2007/10/09",0.93
"Currency","2007/10/08",0.93
"Currency","2007/10/05",0.92
"Currency","2007/10/04",0.93
"Currency","2007/10/03",0.94
"Currency","2007/10/02",0.93
"Currency","2007/10/01",0.93
"Currency","2007/09/28",0.93
"Currency","2007/09/27",0.93
"Currency","2007/09/26",0.92
"Currency","2007/09/25",0.92
"Currency","2007/09/24",0.93
"Currency","2007/09/21",0.93
"Currency","2007/09/20",0.92
"Currency","2007/09/19",0.92
"Currency","2007/09/18",0.91
"Currency","2007/09/17",0.92
"Currency","2007/09/14",0.93
"Currency","2007/09/13",0.92
"Currency","2007/09/12",0.92
"Currency","2007/09/11",0.92
"Currency","2007/09/07",0.92
"Currency","2007/09/06",0.92
"Currency","2007/09/05",0.92
"Currency","2007/09/04",0.92
"Currency","2007/09/03",0.92
"Currency","2007/08/31",0.92
"Currency","2007/08/30",0.92
"Currency","2007/08/29",0.92
"Currency","2007/08/28",0.92
"Currency","2007/08/27",0.92
"Currency","2007/08/24",0.92
"Currency","2007/08/23",0.92
"Currency","2007/08/22",0.91
"Currency","2007/08/21",0.92
"Currency","2007/08/20",0.91
"Currency","2007/08/17",0.92
"Currency","2007/08/16",0.92
"Currency","2007/08/15",0.92
"Currency","2007/08/14",0.91
"Currency","2007/08/13",0.92
"Currency","2007/08/10",0.92
"Currency","2007/08/09",0.92
"Currency","2007/08/08",0.91
"Currency","2007/08/07",0.91
"Currency","2007/08/06",0.91
"Currency","2007/08/03",0.91
"Currency","2007/08/02",0.92
"Currency","2007/08/01",0.91
"Currency","2007/07/31",0.91
"Currency","2007/07/30",0.91
"Currency","2007/07/27",0.91
"Currency","2007/07/26",0.91
"Currency","2007/07/25",0.92
"Currency","2007/07/24",0.91
"Currency","2007/07/23",0.91
"Currency","2007/07/20",0.91
"Currency","2007/07/19",0.91
"Currency","2007/07/18",0.91
"Currency","2007/07/17",0.91
"Currency","2007/07/16",0.91
"Currency","2007/07/13",0.91
"Currency","2007/07/12",0.91
"Currency","2007/07/11",0.90
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
