"Indicator","Time","Value (USD/ZMK)"
"Currency","1999/04/15",2.41
"Currency","1999/04/14",2.45
"Currency","1999/04/13",2.43
"Currency","1999/04/12",2.39
"Currency","1999/04/09",2.43
"Currency","1999/04/08",2.43
"Currency","1999/04/07",2.43
"Currency","1999/04/06",2.40
"Currency","1999/04/05",2.40
"Currency","1999/04/02",2.40
"Currency","1999/04/01",2.40
"Currency","1999/03/31",2.44
"Currency","1999/03/30",2.43
"Currency","1999/03/29",2.35
"Currency","1999/03/26",2.45
"Currency","1999/03/25",2.42
"Currency","1999/03/24",2.45
"Currency","1999/03/23",2.38
"Currency","1999/03/22",2.41
"Currency","1999/03/19",2.38
"Currency","1999/03/18",2.30
"Currency","1999/03/17",2.28
"Currency","1999/03/16",2.29
"Currency","1999/03/15",2.29
"Currency","1999/03/12",2.25
"Currency","1999/03/11",2.25
"Currency","1999/03/10",2.23
"Currency","1999/03/09",2.25
"Currency","1999/03/08",2.24
"Currency","1999/03/05",2.25
"Currency","1999/03/04",2.25
"Currency","1999/03/03",2.20
"Currency","1999/03/02",2.25
"Currency","1999/03/01",2.20
"Currency","1999/02/26",2.18
"Currency","1999/02/25",2.18
"Currency","1999/02/24",2.18
"Currency","1999/02/23",2.18
"Currency","1999/02/22",2.23
"Currency","1999/02/19",2.15
"Currency","1999/02/18",2.15
"Currency","1999/02/17",2.14
"Currency","1999/02/16",2.15
"Currency","1999/02/15",2.29
"Currency","1999/02/12",2.29
"Currency","1999/02/11",2.29
"Currency","1999/02/10",2.37
"Currency","1999/02/09",2.40
"Currency","1999/02/08",2.38
"Currency","1999/02/05",2.41
"Currency","1999/02/04",2.64
"Currency","1999/02/03",2.67
"Currency","1999/02/02",2.68
"Currency","1999/02/01",2.67
"Currency","1999/01/29",2.65
"Currency","1999/01/28",2.65
"Currency","1999/01/27",2.67
"Currency","1999/01/26",2.60
"Currency","1999/01/25",2.65
"Currency","1999/01/22",2.67
"Currency","1999/01/21",2.68
"Currency","1999/01/20",2.67
"Currency","1999/01/19",2.66
"Currency","1999/01/18",2.65
"Currency","1999/01/15",2.62
"Currency","1999/01/14",2.64
"Currency","1999/01/13",2.63
"Currency","1999/01/12",2.57
"Currency","1999/01/11",2.57
"Currency","1999/01/08",2.57
"Currency","1999/01/07",2.55
"Currency","1999/01/06",2.50
"Currency","1999/01/05",2.40
"Currency","1999/01/04",2.43
"Currency","1999/01/01",2.43
"Currency","1998/12/31",2.43
"Currency","1998/12/30",2.45
"Currency","1998/12/29",2.45
"Currency","1998/12/28",2.45
"Currency","1998/12/25",2.45
"Currency","1998/12/24",2.45
"Currency","1998/12/23",2.44
"Currency","1998/12/22",2.46
"Currency","1998/12/21",2.48
"Currency","1998/12/18",2.46
"Currency","1998/12/17",2.46
"Currency","1998/12/16",2.44
"Currency","1998/12/15",2.45
"Currency","1998/12/14",2.45
"Currency","1998/12/11",2.39
"Currency","1998/12/10",2.42
"Currency","1998/12/09",2.41
"Currency","1998/12/08",2.39
"Currency","1998/12/07",2.30
"Currency","1998/12/04",2.38
"Currency","1998/12/03",2.35
"Currency","1998/12/02",2.31
"Currency","1998/12/01",2.26
"Currency","1998/11/30",2.25
"Currency","1998/11/27",2.24
"Currency","1998/11/26",2.22
"Currency","1998/11/25",2.22
"Currency","1998/11/24",2.28
"Currency","1998/11/23",2.28
"Currency","1998/11/20",2.23
"Currency","1998/11/19",2.19
"Currency","1998/11/18",2.19
"Currency","1998/11/17",2.16
"Currency","1998/11/16",2.16
"Currency","1998/11/13",2.17
"Currency","1998/11/12",2.16
"Currency","1998/11/11",2.16
"Currency","1998/11/10",2.15
"Currency","1998/11/09",2.15
"Currency","1998/11/06",2.15
"Currency","1998/11/05",2.14
"Currency","1998/11/04",2.14
"Currency","1998/11/03",2.14
"Currency","1998/11/02",2.13
"Currency","1998/10/30",2.12
"Currency","1998/10/29",2.12
"Currency","1998/10/28",2.12
"Currency","1998/10/27",2.12
"Currency","1998/10/26",2.12
"Currency","1998/10/23",2.11
"Currency","1998/10/22",2.11
"Currency","1998/10/21",2.10
"Currency","1998/10/20",2.08
"Currency","1998/10/19",2.05
"Currency","1998/10/16",2.05
"Currency","1998/10/15",2.05
"Currency","1998/10/14",2.04
"Currency","1998/10/13",2.05
"Currency","1998/10/12",2.06
"Currency","1998/10/09",2.06
"Currency","1998/10/08",2.03
"Currency","1998/10/07",2.03
"Currency","1998/10/06",2.04
"Currency","1998/10/05",2.03
"Currency","1998/10/02",2.05
"Currency","1998/10/01",2.05
"Currency","1998/09/30",2.05
"Currency","1998/09/29",2.04
"Currency","1998/09/28",2.04
"Currency","1998/09/25",2.02
"Currency","1998/09/24",2.02
"Currency","1998/09/23",2.00
"Currency","1998/09/22",2.00
"Currency","1998/09/21",2.01
"Currency","1998/09/18",2.01
"Currency","1998/09/17",2.01
"Currency","1998/09/16",2.00
"Currency","1998/09/15",2.01
"Currency","1998/09/14",2.00
"Currency","1998/09/11",2.01
"Currency","1998/09/10",2.00
"Currency","1998/09/09",2.00
"Currency","1998/09/08",2.01
"Currency","1998/09/07",2.00
"Currency","1998/09/04",2.01
"Currency","1998/09/03",2.01
"Currency","1998/09/02",2.01
"Currency","1998/09/01",1.99
"Currency","1998/08/31",1.98
"Currency","1998/08/28",1.99
"Currency","1998/08/27",2.00
"Currency","1998/08/26",2.00
"Currency","1998/08/25",1.99
"Currency","1998/08/24",1.99
"Currency","1998/08/21",2.01
"Currency","1998/08/20",2.00
"Currency","1998/08/19",2.00
"Currency","1998/08/18",1.98
"Currency","1998/08/17",1.98
"Currency","1998/08/14",1.97
"Currency","1998/08/13",1.97
"Currency","1998/08/12",1.97
"Currency","1998/08/11",1.95
"Currency","1998/08/10",1.96
"Currency","1998/08/07",1.97
"Currency","1998/08/06",1.96
"Currency","1998/08/05",1.96
"Currency","1998/08/04",1.96
"Currency","1998/08/03",1.96
"Currency","1998/07/31",1.94
"Currency","1998/07/30",1.97
"Currency","1998/07/29",1.97
"Currency","1998/07/28",1.96
"Currency","1998/07/27",1.96
"Currency","1998/07/24",1.96
"Currency","1998/07/23",1.96
"Currency","1998/07/22",1.99
"Currency","1998/07/21",1.99
"Currency","1998/07/20",1.99
"Currency","1998/07/17",1.97
"Currency","1998/07/16",2.00
"Currency","1998/07/15",2.01
"Currency","1998/07/14",1.99
"Currency","1998/07/13",1.98
"Currency","1998/07/10",1.97
"Currency","1998/07/09",1.97
"Currency","1998/07/08",1.96
"Currency","1998/07/07",1.96
"Currency","1998/07/06",1.97
"Currency","1998/07/03",1.98
"Currency","1998/07/02",1.98
"Currency","1998/07/01",1.98
"Currency","1998/06/30",1.98
"Currency","1998/06/29",1.98
"Currency","1998/06/26",1.98
"Currency","1998/06/25",1.98
"Currency","1998/06/24",1.98
"Currency","1998/06/23",1.97
"Currency","1998/06/22",1.97
"Currency","1998/06/19",1.96
"Currency","1998/06/18",1.96
"Currency","1998/06/17",1.95
"Currency","1998/06/16",1.94
"Currency","1998/06/15",1.94
"Currency","1998/06/12",1.95
"Currency","1998/06/11",1.96
"Currency","1998/06/10",1.93
"Currency","1998/06/09",1.92
"Currency","1998/06/08",1.92
"Currency","1998/06/05",1.91
"Currency","1998/06/04",1.91
"Currency","1998/06/03",1.92
"Currency","1998/06/02",1.93
"Currency","1998/06/01",1.93
"Currency","1998/05/29",1.91
"Currency","1998/05/28",1.91
"Currency","1998/05/27",1.93
"Currency","1998/05/26",1.96
"Currency","1998/05/25",1.96
"Currency","1998/05/22",1.96
"Currency","1998/05/21",1.96
"Currency","1998/05/20",1.95
"Currency","1998/05/19",1.94
"Currency","1998/05/18",1.96
"Currency","1998/05/15",1.95
"Currency","1998/05/14",1.95
"Currency","1998/05/13",1.92
"Currency","1998/05/12",1.91
"Currency","1998/05/11",1.92
"Currency","1998/05/08",1.88
"Currency","1998/05/07",1.87
"Currency","1998/05/06",1.89
"Currency","1998/05/05",1.89
"Currency","1998/05/04",1.88
"Currency","1998/05/01",1.88
"Currency","1998/04/30",1.88
"Currency","1998/04/29",1.91
"Currency","1998/04/28",1.92
"Currency","1998/04/27",1.88
"Currency","1998/04/24",1.88
"Currency","1998/04/23",1.84
"Currency","1998/04/22",1.83
"Currency","1998/04/21",1.84
"Currency","1998/04/20",1.82
"Currency","1998/04/17",1.82
"Currency","1998/04/16",1.82
"Currency","1998/04/15",1.80
"Currency","1998/04/14",1.77
"Currency","1998/04/13",1.77
"Currency","1998/04/10",1.77
"Currency","1998/04/09",1.77
"Currency","1998/04/08",1.77
"Currency","1998/04/07",1.77
"Currency","1998/04/06",1.77
"Currency","1998/04/03",1.78
"Currency","1998/04/02",1.72
"Currency","1998/04/01",1.78
"Currency","1998/03/31",1.74
"Currency","1998/03/30",1.74
"Currency","1998/03/27",1.77
"Currency","1998/03/26",1.77
"Currency","1998/03/25",1.74
"Currency","1998/03/24",1.72
"Currency","1998/03/23",1.70
"Currency","1998/03/20",1.70
"Currency","1998/03/19",1.68
"Currency","1998/03/18",1.69
"Currency","1998/03/17",1.65
"Currency","1998/03/16",1.64
"Currency","1998/03/13",1.63
"Currency","1998/03/12",1.64
"Currency","1998/03/11",1.63
"Currency","1998/03/10",1.62
"Currency","1998/03/09",1.60
"Currency","1998/03/06",1.60
"Currency","1998/03/05",1.59
"Currency","1998/03/04",1.60
"Currency","1998/03/03",1.60
"Currency","1998/03/02",1.60
"Currency","1998/02/27",1.60
"Currency","1998/02/26",1.57
"Currency","1998/02/25",1.59
"Currency","1998/02/24",1.59
"Currency","1998/02/23",1.58
"Currency","1998/02/20",1.58
"Currency","1998/02/19",1.57
"Currency","1998/02/18",1.57
"Currency","1998/02/17",1.57
"Currency","1998/02/16",1.57
"Currency","1998/02/13",1.53
"Currency","1998/02/12",1.53
"Currency","1998/02/11",1.53
"Currency","1998/02/10",1.53
"Currency","1998/02/09",1.52
"Currency","1998/02/06",1.53
"Currency","1998/02/05",1.53
"Currency","1998/02/04",1.50
"Currency","1998/02/03",1.53
"Currency","1998/02/02",1.52
"Currency","1998/01/30",1.51
"Currency","1998/01/29",1.51
"Currency","1998/01/28",1.51
"Currency","1998/01/27",1.51
"Currency","1998/01/26",1.50
"Currency","1998/01/23",1.50
"Currency","1998/01/22",1.50
"Currency","1998/01/21",1.50
"Currency","1998/01/20",1.49
"Currency","1998/01/19",1.49
"Currency","1998/01/16",1.48
"Currency","1998/01/15",1.48
"Currency","1998/01/14",1.48
"Currency","1998/01/13",1.48
"Currency","1998/01/12",1.46
"Currency","1998/01/09",1.47
"Currency","1998/01/08",1.49
"Currency","1998/01/07",1.49
"Currency","1998/01/06",1.48
"Currency","1998/01/05",1.48
"Currency","1998/01/02",1.44
"Currency","1998/01/01",1.44
"Currency","1997/12/31",1.44
"Currency","1997/12/30",1.44
"Currency","1997/12/29",1.41
"Currency","1997/12/26",1.43
"Currency","1997/12/25",1.43
"Currency","1997/12/24",1.43
"Currency","1997/12/23",1.41
"Currency","1997/12/22",1.43
"Currency","1997/12/19",1.42
"Currency","1997/12/18",1.43
"Currency","1997/12/17",1.42
"Currency","1997/12/16",1.40
"Currency","1997/12/15",1.42
"Currency","1997/12/12",1.39
"Currency","1997/12/11",1.39
"Currency","1997/12/10",1.39
"Currency","1997/12/09",1.39
"Currency","1997/12/08",1.39
"Currency","1997/12/05",1.41
"Currency","1997/12/04",1.41
"Currency","1997/12/03",1.39
"Currency","1997/12/02",1.40
"Currency","1997/12/01",1.41
"Currency","1997/11/28",1.40
"Currency","1997/11/27",1.40
"Currency","1997/11/26",1.40
"Currency","1997/11/25",1.38
"Currency","1997/11/24",1.38
"Currency","1997/11/21",1.39
"Currency","1997/11/20",1.37
"Currency","1997/11/19",1.38
"Currency","1997/11/18",1.38
"Currency","1997/11/17",1.38
"Currency","1997/11/14",1.37
"Currency","1997/11/13",1.37
"Currency","1997/11/12",1.37
"Currency","1997/11/11",1.38
"Currency","1997/11/10",1.37
"Currency","1997/11/07",1.36
"Currency","1997/11/06",1.36
"Currency","1997/11/05",1.36
"Currency","1997/11/04",1.36
"Currency","1997/11/03",1.34
"Currency","1997/10/31",1.33
"Currency","1997/10/30",1.33
"Currency","1997/10/29",1.37
"Currency","1997/10/28",1.40
"Currency","1997/10/27",1.34
"Currency","1997/10/24",1.34
"Currency","1997/10/23",1.34
"Currency","1997/10/22",1.34
"Currency","1997/10/21",1.33
"Currency","1997/10/20",1.33
"Currency","1997/10/17",1.34
"Currency","1997/10/16",1.34
"Currency","1997/10/15",1.34
"Currency","1997/10/14",1.33
"Currency","1997/10/13",1.33
"Currency","1997/10/10",1.33
"Currency","1997/10/09",1.33
"Currency","1997/10/08",1.33
"Currency","1997/10/07",1.32
"Currency","1997/10/06",1.33
"Currency","1997/10/03",1.33
"Currency","1997/10/02",1.33
"Currency","1997/10/01",1.33
"Currency","1997/09/30",1.33
"Currency","1997/09/29",1.33
"Currency","1997/09/26",1.33
"Currency","1997/09/25",1.33
"Currency","1997/09/24",1.32
"Currency","1997/09/23",1.33
"Currency","1997/09/22",1.33
"Currency","1997/09/19",1.32
"Currency","1997/09/18",1.32
"Currency","1997/09/17",1.32
"Currency","1997/09/16",1.33
"Currency","1997/09/15",1.33
"Currency","1997/09/12",1.33
"Currency","1997/09/11",1.33
"Currency","1997/09/10",1.33
"Currency","1997/09/09",1.32
"Currency","1997/09/08",1.33
"Currency","1997/09/05",1.32
"Currency","1997/09/04",1.33
"Currency","1997/09/03",1.32
"Currency","1997/09/02",1.32
"Currency","1997/09/01",1.33
"Currency","1997/08/29",1.33
"Currency","1997/08/28",1.33
"Currency","1997/08/27",1.33
"Currency","1997/08/26",1.33
"Currency","1997/08/25",1.33
"Currency","1997/08/22",1.33
"Currency","1997/08/21",1.33
"Currency","1997/08/20",1.33
"Currency","1997/08/19",1.33
"Currency","1997/08/18",1.33
"Currency","1997/08/15",1.33
"Currency","1997/08/14",1.33
"Currency","1997/08/13",1.33
"Currency","1997/08/12",1.32
"Currency","1997/08/11",1.32
"Currency","1997/08/08",1.32
"Currency","1997/08/07",1.32
"Currency","1997/08/06",1.32
"Currency","1997/08/05",1.32
"Currency","1997/08/04",1.32
"Currency","1997/08/01",1.32
"Currency","1997/07/31",1.32
"Currency","1997/07/30",1.32
"Currency","1997/07/29",1.32
"Currency","1997/07/28",1.32
"Currency","1997/07/25",1.32
"Currency","1997/07/24",1.32
"Currency","1997/07/23",1.32
"Currency","1997/07/22",1.32
"Currency","1997/07/21",1.32
"Currency","1997/07/18",1.32
"Currency","1997/07/17",1.32
"Currency","1997/07/16",1.32
"Currency","1997/07/15",1.32
"Currency","1997/07/14",1.32
"Currency","1997/07/11",1.32
"Currency","1997/07/10",1.32
"Currency","1997/07/09",1.32
"Currency","1997/07/08",1.32
"Currency","1997/07/07",1.32
"Currency","1997/07/04",1.32
"Currency","1997/07/03",1.32
"Currency","1997/07/02",1.32
"Currency","1997/07/01",1.32
"Currency","1997/06/30",1.32
"Currency","1997/06/27",1.32
"Currency","1997/06/26",1.32
"Currency","1997/06/25",1.33
"Currency","1997/06/24",1.33
"Currency","1997/06/23",1.32
"Currency","1997/06/20",1.31
"Currency","1997/06/19",1.31
"Currency","1997/06/18",1.31
"Currency","1997/06/17",1.31
"Currency","1997/06/16",1.31
"Currency","1997/06/13",1.30
"Currency","1997/06/12",1.30
"Currency","1997/06/11",1.30
"Currency","1997/06/10",1.30
"Currency","1997/06/09",1.30
"Currency","1997/06/06",1.30
"Currency","1997/06/05",1.30
"Currency","1997/06/04",1.30
"Currency","1997/06/03",1.30
"Currency","1997/06/02",1.30
"Currency","1997/05/30",1.30
"Currency","1997/05/29",1.30
"Currency","1997/05/28",1.30
"Currency","1997/05/27",1.30
"Currency","1997/05/26",1.30
"Currency","1997/05/23",1.30
"Currency","1997/05/22",1.30
"Currency","1997/05/21",1.30
"Currency","1997/05/20",1.30
"Currency","1997/05/19",1.30
"Currency","1997/05/16",1.30
"Currency","1997/05/15",1.30
"Currency","1997/05/14",1.30
"Currency","1997/05/13",1.30
"Currency","1997/05/12",1.30
"Currency","1997/05/09",1.30
"Currency","1997/05/08",1.30
"Currency","1997/05/07",1.30
"Currency","1997/05/06",1.30
"Currency","1997/05/05",1.30
"Currency","1997/05/02",1.30
"Currency","1997/05/01",1.30
"Currency","1997/04/30",1.30
"Currency","1997/04/29",1.30
"Currency","1997/04/28",1.30
"Currency","1997/04/25",1.30
"Currency","1997/04/24",1.30
"Currency","1997/04/23",1.31
"Currency","1997/04/22",1.30
"Currency","1997/04/21",1.30
"Currency","1997/04/18",1.30
"Currency","1997/04/17",1.30
"Currency","1997/04/16",1.30
"Currency","1997/04/15",1.30
"Currency","1997/04/14",1.30
"Currency","1997/04/11",1.30
"Currency","1997/04/10",1.30
"Currency","1997/04/09",1.30
"Currency","1997/04/08",1.31
"Currency","1997/04/07",1.30
"Currency","1997/04/04",1.31
"Currency","1997/04/03",1.31
"Currency","1997/04/02",1.31
"Currency","1997/04/01",1.31
"Currency","1997/03/31",1.30
"Currency","1997/03/28",1.30
"Currency","1997/03/27",1.30
"Currency","1997/03/26",1.30
"Currency","1997/03/25",1.30
"Currency","1997/03/24",1.30
"Currency","1997/03/21",1.30
"Currency","1997/03/20",1.30
"Currency","1997/03/19",1.30
"Currency","1997/03/18",1.30
"Currency","1997/03/17",1.30
"Currency","1997/03/14",1.30
"Currency","1997/03/13",1.30
"Currency","1997/03/12",1.30
"Currency","1997/03/11",1.30
"Currency","1997/03/10",1.30
"Currency","1997/03/07",1.30
"Currency","1997/03/06",1.30
"Currency","1997/03/05",1.30
"Currency","1997/03/04",1.30
"Currency","1997/03/03",1.30
"Currency","1997/02/28",1.30
"Currency","1997/02/27",1.30
"Currency","1997/02/26",1.30
"Currency","1997/02/25",1.30
"Currency","1997/02/24",1.30
"Currency","1997/02/21",1.30
"Currency","1997/02/20",1.30
"Currency","1997/02/19",1.31
"Currency","1997/02/18",1.30
"Currency","1997/02/17",1.30
"Currency","1997/02/14",1.31
"Currency","1997/02/13",1.30
"Currency","1997/02/12",1.30
"Currency","1997/02/11",1.31
"Currency","1997/02/10",1.29
"Currency","1997/02/07",1.30
"Currency","1997/02/06",1.30
"Currency","1997/02/05",1.31
"Currency","1997/02/04",1.30
"Currency","1997/02/03",1.31
"Currency","1997/01/31",1.30
"Currency","1997/01/30",1.30
"Currency","1997/01/29",1.30
"Currency","1997/01/28",1.30
"Currency","1997/01/27",1.30
"Currency","1997/01/24",1.30
"Currency","1997/01/23",1.30
"Currency","1997/01/22",1.30
"Currency","1997/01/21",1.30
"Currency","1997/01/20",1.30
"Currency","1997/01/17",1.30
"Currency","1997/01/16",1.30
"Currency","1997/01/15",1.30
"Currency","1997/01/14",1.30
"Currency","1997/01/13",1.30
"Currency","1997/01/10",1.29
"Currency","1997/01/09",1.29
"Currency","1997/01/08",1.29
"Currency","1997/01/07",1.29
"Currency","1997/01/06",1.29
"Currency","1997/01/03",1.29
"Currency","1997/01/02",1.29
"Currency","1997/01/01",1.29
"Currency","1996/12/31",1.29
"Currency","1996/12/30",1.29
"Currency","1996/12/27",1.29
"Currency","1996/12/26",1.29
"Currency","1996/12/25",1.29
"Currency","1996/12/24",1.29
"Currency","1996/12/23",1.29
"Currency","1996/12/20",1.29
"Currency","1996/12/19",1.29
"Currency","1996/12/18",1.29
"Currency","1996/12/17",1.29
"Currency","1996/12/16",1.28
"Currency","1996/12/13",1.28
"Currency","1996/12/12",1.28
"Currency","1996/12/11",1.28
"Currency","1996/12/10",1.28
"Currency","1996/12/09",1.28
"Currency","1996/12/06",1.28
"Currency","1996/12/05",1.28
"Currency","1996/12/04",1.28
"Currency","1996/12/03",1.28
"Currency","1996/12/02",1.28
"Currency","1996/11/29",1.28
"Currency","1996/11/28",1.28
"Currency","1996/11/27",1.28
"Currency","1996/11/26",1.28
"Currency","1996/11/25",1.28
"Currency","1996/11/22",1.28
"Currency","1996/11/21",1.28
"Currency","1996/11/20",1.28
"Currency","1996/11/19",1.28
"Currency","1996/11/18",1.28
"Currency","1996/11/15",1.28
"Currency","1996/11/14",1.28
"Currency","1996/11/13",1.27
"Currency","1996/11/12",1.28
"Currency","1996/11/11",1.28
"Currency","1996/11/08",1.28
"Currency","1996/11/07",1.28
"Currency","1996/11/06",1.28
"Currency","1996/11/05",1.27
"Currency","1996/11/04",1.28
"Currency","1996/11/01",1.28
"Currency","1996/10/31",1.28
"Currency","1996/10/30",1.28
"Currency","1996/10/29",1.28
"Currency","1996/10/28",1.28
"Currency","1996/10/25",1.28
"Currency","1996/10/24",1.28
"Currency","1996/10/23",1.28
"Currency","1996/10/22",1.28
"Currency","1996/10/21",1.28
"Currency","1996/10/18",1.28
"Currency","1996/10/17",1.28
"Currency","1996/10/16",1.28
"Currency","1996/10/15",1.27
"Currency","1996/10/14",1.28
"Currency","1996/10/11",1.28
"Currency","1996/10/10",1.28
"Currency","1996/10/09",1.27
"Currency","1996/10/08",1.28
"Currency","1996/10/07",1.28
"Currency","1996/10/04",1.28
"Currency","1996/10/03",1.28
"Currency","1996/10/02",1.28
"Currency","1996/10/01",1.28
"Currency","1996/09/30",1.28
"Currency","1996/09/27",1.28
"Currency","1996/09/26",1.28
"Currency","1996/09/25",1.28
"Currency","1996/09/24",1.28
"Currency","1996/09/23",1.28
"Currency","1996/09/20",1.28
"Currency","1996/09/19",1.28
"Currency","1996/09/18",1.28
"Currency","1996/09/17",1.28
"Currency","1996/09/16",1.28
"Currency","1996/09/13",1.28
"Currency","1996/09/12",1.28
"Currency","1996/09/11",1.28
"Currency","1996/09/10",1.28
"Currency","1996/09/09",1.28
"Currency","1996/09/06",1.28
"Currency","1996/09/05",1.27
"Currency","1996/09/04",1.27
"Currency","1996/09/03",1.28
"Currency","1996/09/02",1.28
"Currency","1996/08/30",1.28
"Currency","1996/08/29",1.28
"Currency","1996/08/28",1.28
"Currency","1996/08/27",1.28
"Currency","1996/08/26",1.28
"Currency","1996/08/23",1.28
"Currency","1996/08/22",1.28
"Currency","1996/08/21",1.28
"Currency","1996/08/20",1.28
"Currency","1996/08/19",1.28
"Currency","1996/08/16",1.28
"Currency","1996/08/15",1.28
"Currency","1996/08/14",1.28
"Currency","1996/08/13",1.28
"Currency","1996/08/12",1.28
"Currency","1996/08/09",1.28
"Currency","1996/08/08",1.28
"Currency","1996/08/07",1.28
"Currency","1996/08/06",1.28
"Currency","1996/08/05",1.28
"Currency","1996/08/02",1.28
"Currency","1996/08/01",1.28
"Currency","1996/07/31",1.28
"Currency","1996/07/30",1.29
"Currency","1996/07/29",1.29
"Currency","1996/07/26",1.29
"Currency","1996/07/25",1.29
"Currency","1996/07/24",1.29
"Currency","1996/07/23",1.29
"Currency","1996/07/22",1.29
"Currency","1996/07/19",1.29
"Currency","1996/07/18",1.28
"Currency","1996/07/17",1.28
"Currency","1996/07/16",1.28
"Currency","1996/07/15",1.28
"Currency","1996/07/12",1.28
"Currency","1996/07/11",1.28
"Currency","1996/07/10",1.28
"Currency","1996/07/09",1.28
"Currency","1996/07/08",1.28
"Currency","1996/07/05",1.28
"Currency","1996/07/04",1.28
"Currency","1996/07/03",1.28
"Currency","1996/07/02",1.28
"Currency","1996/07/01",1.28
"Currency","1996/06/28",1.28
"Currency","1996/06/27",1.28
"Currency","1996/06/26",1.27
"Currency","1996/06/25",1.27
"Currency","1996/06/24",1.27
"Currency","1996/06/21",1.26
"Currency","1996/06/20",1.26
"Currency","1996/06/19",1.26
"Currency","1996/06/18",1.26
"Currency","1996/06/17",1.26
"Currency","1996/06/14",1.25
"Currency","1996/06/13",1.25
"Currency","1996/06/12",1.25
"Currency","1996/06/11",1.25
"Currency","1996/06/10",1.25
"Currency","1996/06/07",1.24
"Currency","1996/06/06",1.24
"Currency","1996/06/05",1.24
"Currency","1996/06/04",1.24
"Currency","1996/06/03",1.24
"Currency","1996/05/31",1.24
"Currency","1996/05/30",1.24
"Currency","1996/05/29",1.24
"Currency","1996/05/28",1.24
"Currency","1996/05/27",1.24
"Currency","1996/05/24",1.24
"Currency","1996/05/23",1.24
"Currency","1996/05/22",1.24
"Currency","1996/05/21",1.24
"Currency","1996/05/20",1.24
"Currency","1996/05/17",1.24
"Currency","1996/05/16",1.24
"Currency","1996/05/15",1.24
"Currency","1996/05/14",1.24
"Currency","1996/05/13",1.24
"Currency","1996/05/10",1.24
"Currency","1996/05/09",1.24
"Currency","1996/05/08",1.24
"Currency","1996/05/07",1.24
"Currency","1996/05/06",1.24
"Currency","1996/05/03",1.24
"Currency","1996/05/02",1.24
"Currency","1996/05/01",1.24
"Currency","1996/04/30",1.24
"Currency","1996/04/29",1.24
"Currency","1996/04/26",1.25
"Currency","1996/04/25",1.25
"Currency","1996/04/24",1.25
"Currency","1996/04/23",1.25
"Currency","1996/04/22",1.25
"Currency","1996/04/19",1.23
"Currency","1996/04/18",1.23
"Currency","1996/04/17",1.23
"Currency","1996/04/16",1.23
"Currency","1996/04/15",1.23
"Currency","1996/04/12",1.23
"Currency","1996/04/11",1.23
"Currency","1996/04/10",1.23
"Currency","1996/04/09",1.23
"Currency","1996/04/08",1.23
"Currency","1996/04/05",1.23
"Currency","1996/04/04",1.23
"Currency","1996/04/03",1.23
"Currency","1996/04/02",1.23
"Currency","1996/04/01",1.23
"Currency","1996/03/29",1.23
"Currency","1996/03/28",1.20
"Currency","1996/03/27",1.20
"Currency","1996/03/26",1.19
"Currency","1996/03/25",1.18
"Currency","1996/03/22",1.14
"Currency","1996/03/21",1.14
"Currency","1996/03/20",1.14
"Currency","1996/03/19",1.14
"Currency","1996/03/18",1.14
"Currency","1996/03/15",1.13
"Currency","1996/03/14",1.13
"Currency","1996/03/13",1.13
"Currency","1996/03/12",1.13
"Currency","1996/03/11",1.13
"Currency","1996/03/08",1.12
"Currency","1996/03/07",1.12
"Currency","1996/03/06",1.12
"Currency","1996/03/05",1.12
"Currency","1996/03/04",1.13
"Currency","1996/03/01",1.06
"Currency","1996/02/29",1.06
"Currency","1996/02/28",1.06
"Currency","1996/02/27",1.06
"Currency","1996/02/26",1.06
"Currency","1996/02/23",1.04
"Currency","1996/02/22",1.04
"Currency","1996/02/21",1.04
"Currency","1996/02/20",1.04
"Currency","1996/02/19",1.04
"Currency","1996/02/16",1.04
"Currency","1996/02/15",1.04
"Currency","1996/02/14",1.04
"Currency","1996/02/13",1.04
"Currency","1996/02/12",1.04
"Currency","1996/02/09",1.01
"Currency","1996/02/08",1.01
"Currency","1996/02/07",1.01
"Currency","1996/02/06",1.01
"Currency","1996/02/05",1.01
"Currency","1996/02/02",1.00
"Currency","1996/02/01",1.00
"Currency","1996/01/31",0.98
"Currency","1996/01/30",0.98
"Currency","1996/01/29",0.98
"Currency","1996/01/26",0.98
"Currency","1996/01/25",0.98
"Currency","1996/01/24",0.98
"Currency","1996/01/23",0.98
"Currency","1996/01/22",0.98
"Currency","1996/01/19",0.99
"Currency","1996/01/18",0.99
"Currency","1996/01/17",0.99
"Currency","1996/01/16",0.99
"Currency","1996/01/15",0.99
"Currency","1996/01/12",0.99
"Currency","1996/01/11",0.99
"Currency","1996/01/10",0.99
"Currency","1996/01/09",0.99
"Currency","1996/01/08",0.98
"Currency","1996/01/05",0.99
"Currency","1996/01/04",0.99
"Currency","1996/01/03",0.99
"Currency","1996/01/02",0.99
"Currency","1996/01/01",0.97
"Currency","1995/12/29",0.97
"Currency","1995/12/28",0.97
"Currency","1995/12/27",0.98
"Currency","1995/12/26",0.96
"Currency","1995/12/25",0.96
"Currency","1995/12/22",0.96
"Currency","1995/12/21",0.95
"Currency","1995/12/20",0.94
"Currency","1995/12/19",0.95
"Currency","1995/12/18",0.95
"Currency","1995/12/15",0.94
"Currency","1995/12/14",0.94
"Currency","1995/12/13",0.95
"Currency","1995/12/12",0.95
